Sp1	Sp2	Cor
ESV_3	ESV_4567	0.4172
ESV_3	ESV_4593	0.4294
ESV_3	ESV_4596	0.4327
ESV_3	ESV_5056	0.4649
ESV_3	ESV_5094	0.4034
ESV_3	ESV_5139	0.486
ESV_3	ESV_5383	0.4857
ESV_3	ESV_5550	0.3627
ESV_3	ESV_5935	0.4482
ESV_3	ESV_5949	0.4517
ESV_3	ESV_6014	0.4265
ESV_3	ESV_6165	0.4945
ESV_3	ESV_6194	0.4632
ESV_3	ESV_6395	0.4889
ESV_3	ESV_6786	0.3751
ESV_3	ESV_7236	0.4708
ESV_3	ESV_7279	0.6506
ESV_3	ESV_7584	0.4285
ESV_3	ESV_7819	0.3952
